record_id,qa_status,source_id,focus_agent_id,state,locale,resolution,path,reviewed_slot_1_agent,reviewed_slot_2_agent,reviewed_slot_3_agent,suggested_slot_1_agent,suggested_slot_2_agent,suggested_slot_3_agent,reviewed_unknown_flag,suggested_unknown_flag,suggested_confidence
frame-cv_recent_001-cv_recent_001_001-inrun-003135,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003135.jpg,,,,agent_lycaon,agent_lycaon,agent_vivian,,false,slot_1_agent:0.5443; slot_2_agent:0.6445; slot_3_agent:0.5726
frame-cv_recent_001-cv_recent_001_001-inrun-003168,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003168.jpg,,,,agent_nicole,agent_vivian,agent_vivian,,false,slot_1_agent:0.6142; slot_2_agent:0.617; slot_3_agent:0.5517
frame-cv_recent_001-cv_recent_001_001-inrun-003201,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003201.jpg,,,,agent_nicole,unknown,agent_vivian,,false,slot_1_agent:0.5737; slot_2_agent:0.4486; slot_3_agent:0.7285
frame-cv_recent_001-cv_recent_001_001-inrun-003234,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003234.jpg,,,,unknown,unknown,agent_vivian,,false,slot_1_agent:0.5499; slot_2_agent:0.5495; slot_3_agent:0.6355
frame-cv_recent_001-cv_recent_001_001-inrun-003267,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003267.jpg,,,,unknown,agent_nicole,agent_nicole,,false,slot_1_agent:0.5498; slot_2_agent:0.4068; slot_3_agent:0.6361
frame-cv_recent_001-cv_recent_001_001-inrun-003300,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003300.jpg,,,,unknown,agent_lycaon,agent_vivian,,false,slot_1_agent:0.5471; slot_2_agent:0.5593; slot_3_agent:0.6086
frame-cv_recent_001-cv_recent_001_001-inrun-003333,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003333.jpg,,,,agent_nicole,unknown,agent_vivian,,false,slot_1_agent:0.6594; slot_2_agent:0.3567; slot_3_agent:0.5699
frame-cv_recent_001-cv_recent_001_001-inrun-003366,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003366.jpg,,,,agent_nicole,agent_lycaon,agent_lycaon,,false,slot_1_agent:0.6371; slot_2_agent:0.6727; slot_3_agent:0.6511
frame-cv_recent_001-cv_recent_001_001-inrun-003399,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003399.jpg,,,,agent_nicole,agent_lycaon,agent_nicole,,false,slot_1_agent:0.6014; slot_2_agent:0.7232; slot_3_agent:0.6192
frame-cv_recent_001-cv_recent_001_001-inrun-003432,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003432.jpg,,,,agent_nicole,agent_lycaon,agent_nicole,,false,slot_1_agent:0.5933; slot_2_agent:0.6522; slot_3_agent:0.5734
frame-cv_recent_001-cv_recent_001_001-inrun-003498,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003498.jpg,,,,agent_lycaon,agent_lycaon,agent_lycaon,,false,slot_1_agent:0.655; slot_2_agent:0.6456; slot_3_agent:0.6354
frame-cv_recent_001-cv_recent_001_001-inrun-003531,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003531.jpg,,,,agent_nicole,agent_lycaon,agent_lycaon,,false,slot_1_agent:0.5384; slot_2_agent:0.6934; slot_3_agent:0.6446
frame-cv_recent_001-cv_recent_001_001-inrun-003564,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003564.jpg,,,,agent_nicole,agent_lycaon,agent_lycaon,,false,slot_1_agent:0.6242; slot_2_agent:0.6791; slot_3_agent:0.6003
frame-cv_recent_001-cv_recent_001_001-inrun-003597,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003597.jpg,,,,agent_nicole,agent_lycaon,agent_lycaon,,false,slot_1_agent:0.6338; slot_2_agent:0.7005; slot_3_agent:0.602
frame-cv_recent_001-cv_recent_001_001-inrun-003630,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003630.jpg,,,,agent_nicole,unknown,agent_nicole,,true,slot_1_agent:0.6474; slot_2_agent:0.2969; slot_3_agent:0.3181
frame-cv_recent_001-cv_recent_001_001-inrun-003663,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003663.jpg,,,,agent_nicole,unknown,unknown,,false,slot_1_agent:0.6571; slot_2_agent:0.4342; slot_3_agent:0.5499
frame-cv_recent_001-cv_recent_001_001-inrun-003696,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003696.jpg,,,,unknown,unknown,agent_vivian,,false,slot_1_agent:0.5458; slot_2_agent:0.5499; slot_3_agent:0.5112
frame-cv_recent_001-cv_recent_001_001-inrun-003729,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003729.jpg,,,,unknown,unknown,agent_nicole,,false,slot_1_agent:0.55; slot_2_agent:0.5482; slot_3_agent:0.569
frame-cv_recent_001-cv_recent_001_001-inrun-003828,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003828.jpg,,,,unknown,agent_lycaon,unknown,,false,slot_1_agent:0.5474; slot_2_agent:0.6263; slot_3_agent:0.5437
frame-cv_recent_001-cv_recent_001_001-inrun-003861,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003861.jpg,,,,unknown,agent_vivian,agent_vivian,,false,slot_1_agent:0.55; slot_2_agent:0.5718; slot_3_agent:0.4133
frame-cv_recent_001-cv_recent_001_001-inrun-003894,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003894.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.55; slot_2_agent:0.5449; slot_3_agent:0.5347
frame-cv_recent_001-cv_recent_001_001-inrun-003927,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003927.jpg,,,,unknown,agent_lycaon,unknown,,false,slot_1_agent:0.55; slot_2_agent:0.5164; slot_3_agent:0.5138
frame-cv_recent_001-cv_recent_001_001-inrun-003960,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f003960.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.55; slot_2_agent:0.5483; slot_3_agent:0.55
frame-cv_recent_001-cv_recent_001_001-inrun-004026,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004026.jpg,,,,agent_vivian,agent_vivian,agent_vivian,,false,slot_1_agent:0.4381; slot_2_agent:0.6698; slot_3_agent:0.6333
frame-cv_recent_001-cv_recent_001_001-inrun-004059,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004059.jpg,,,,unknown,agent_vivian,agent_vivian,,false,slot_1_agent:0.5497; slot_2_agent:0.6563; slot_3_agent:0.3035
frame-cv_recent_001-cv_recent_001_001-inrun-004092,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004092.jpg,,,,unknown,agent_nicole,unknown,,false,slot_1_agent:0.55; slot_2_agent:0.6371; slot_3_agent:0.5491
frame-cv_recent_001-cv_recent_001_001-inrun-004125,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004125.jpg,,,,agent_nicole,agent_vivian,agent_nicole,,false,slot_1_agent:0.6604; slot_2_agent:0.5679; slot_3_agent:0.4957
frame-cv_recent_001-cv_recent_001_001-inrun-004191,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004191.jpg,,,,agent_nicole,agent_vivian,agent_nicole,,false,slot_1_agent:0.6963; slot_2_agent:0.677; slot_3_agent:0.4964
frame-cv_recent_001-cv_recent_001_001-inrun-004224,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004224.jpg,,,,agent_nicole,unknown,agent_nicole,,false,slot_1_agent:0.6294; slot_2_agent:0.5476; slot_3_agent:0.5205
frame-cv_recent_001-cv_recent_001_001-inrun-004257,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004257.jpg,,,,agent_nicole,agent_nicole,agent_lycaon,,false,slot_1_agent:0.613; slot_2_agent:0.5265; slot_3_agent:0.5908
frame-cv_recent_001-cv_recent_001_001-inrun-004290,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004290.jpg,,,,agent_nicole,agent_nicole,agent_nicole,,false,slot_1_agent:0.6375; slot_2_agent:0.4756; slot_3_agent:0.6401
frame-cv_recent_001-cv_recent_001_001-inrun-004323,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004323.jpg,,,,agent_nicole,agent_nicole,agent_nicole,,false,slot_1_agent:0.5835; slot_2_agent:0.6366; slot_3_agent:0.6724
frame-cv_recent_001-cv_recent_001_001-inrun-004455,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004455.jpg,,,,agent_nicole,agent_nicole,unknown,,false,slot_1_agent:0.6356; slot_2_agent:0.6194; slot_3_agent:0.5188
frame-cv_recent_001-cv_recent_001_001-inrun-004488,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004488.jpg,,,,agent_lycaon,agent_lycaon,agent_lycaon,,false,slot_1_agent:0.6191; slot_2_agent:0.6593; slot_3_agent:0.5754
frame-cv_recent_001-cv_recent_001_001-inrun-004521,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004521.jpg,,,,agent_nicole,agent_lycaon,agent_lycaon,,false,slot_1_agent:0.5514; slot_2_agent:0.6869; slot_3_agent:0.6114
frame-cv_recent_001-cv_recent_001_001-inrun-004554,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004554.jpg,,,,unknown,agent_lycaon,agent_lycaon,,false,slot_1_agent:0.4871; slot_2_agent:0.6513; slot_3_agent:0.6297
frame-cv_recent_001-cv_recent_001_001-inrun-004587,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004587.jpg,,,,agent_nicole,agent_lycaon,unknown,,false,slot_1_agent:0.5604; slot_2_agent:0.5343; slot_3_agent:0.4863
frame-cv_recent_001-cv_recent_001_001-inrun-004620,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004620.jpg,,,,agent_nicole,agent_anby,unknown,,false,slot_1_agent:0.6979; slot_2_agent:0.5738; slot_3_agent:0.4674
frame-cv_recent_001-cv_recent_001_001-inrun-004653,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004653.jpg,,,,agent_nicole,agent_vivian,agent_vivian,,false,slot_1_agent:0.6531; slot_2_agent:0.5209; slot_3_agent:0.3424
frame-cv_recent_001-cv_recent_001_001-inrun-004686,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004686.jpg,,,,agent_nicole,agent_lycaon,unknown,,false,slot_1_agent:0.5877; slot_2_agent:0.6317; slot_3_agent:0.5288
frame-cv_recent_001-cv_recent_001_001-inrun-004719,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004719.jpg,,,,agent_nicole,agent_nicole,agent_nicole,,false,slot_1_agent:0.6024; slot_2_agent:0.4938; slot_3_agent:0.6515
frame-cv_recent_001-cv_recent_001_001-inrun-004752,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004752.jpg,,,,agent_nicole,agent_nicole,agent_vivian,,false,slot_1_agent:0.5766; slot_2_agent:0.6115; slot_3_agent:0.5669
frame-cv_recent_001-cv_recent_001_001-inrun-004785,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004785.jpg,,,,unknown,agent_nicole,agent_lycaon,,true,slot_1_agent:0.2772; slot_2_agent:0.5559; slot_3_agent:0.5226
frame-cv_recent_001-cv_recent_001_001-inrun-004851,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004851.jpg,,,,agent_nicole,agent_nicole,agent_nicole,,false,slot_1_agent:0.689; slot_2_agent:0.6459; slot_3_agent:0.4593
frame-cv_recent_001-cv_recent_001_001-inrun-004884,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004884.jpg,,,,agent_lycaon,unknown,unknown,,false,slot_1_agent:0.7385; slot_2_agent:0.5498; slot_3_agent:0.5486
frame-cv_recent_001-cv_recent_001_001-inrun-004917,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004917.jpg,,,,unknown,unknown,agent_nicole,,true,slot_1_agent:0.2824; slot_2_agent:0.549; slot_3_agent:0.525
frame-cv_recent_001-cv_recent_001_001-inrun-004950,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004950.jpg,,,,unknown,agent_lycaon,agent_nicole,,false,slot_1_agent:0.3878; slot_2_agent:0.516; slot_3_agent:0.4888
frame-cv_recent_001-cv_recent_001_001-inrun-004983,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f004983.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.5497; slot_2_agent:0.55; slot_3_agent:0.55
frame-cv_recent_001-cv_recent_001_001-inrun-005016,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005016.jpg,,,,unknown,agent_nicole,agent_vivian,,false,slot_1_agent:0.3628; slot_2_agent:0.6736; slot_3_agent:0.5966
frame-cv_recent_001-cv_recent_001_001-inrun-005082,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005082.jpg,,,,unknown,agent_lycaon,agent_nicole,,false,slot_1_agent:0.5375; slot_2_agent:0.6779; slot_3_agent:0.6461
frame-cv_recent_001-cv_recent_001_001-inrun-005115,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005115.jpg,,,,agent_nicole,agent_lycaon,unknown,,false,slot_1_agent:0.6038; slot_2_agent:0.7159; slot_3_agent:0.5497
frame-cv_recent_001-cv_recent_001_001-inrun-005148,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005148.jpg,,,,unknown,agent_nicole,unknown,,false,slot_1_agent:0.5496; slot_2_agent:0.6164; slot_3_agent:0.5413
frame-cv_recent_001-cv_recent_001_001-inrun-005181,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005181.jpg,,,,unknown,agent_nicole,unknown,,true,slot_1_agent:0.5499; slot_2_agent:0.622; slot_3_agent:0.2914
frame-cv_recent_001-cv_recent_001_001-inrun-005214,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005214.jpg,,,,agent_nicole,agent_vivian,unknown,,false,slot_1_agent:0.6652; slot_2_agent:0.5935; slot_3_agent:0.5477
frame-cv_recent_001-cv_recent_001_001-inrun-005247,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005247.jpg,,,,unknown,agent_nicole,agent_nicole,,false,slot_1_agent:0.4592; slot_2_agent:0.4344; slot_3_agent:0.6044
frame-cv_recent_001-cv_recent_001_001-inrun-005280,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005280.jpg,,,,agent_nicole,agent_lycaon,unknown,,false,slot_1_agent:0.601; slot_2_agent:0.6397; slot_3_agent:0.5287
frame-cv_recent_001-cv_recent_001_001-inrun-005313,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005313.jpg,,,,unknown,agent_nicole,unknown,,false,slot_1_agent:0.5239; slot_2_agent:0.6713; slot_3_agent:0.5309
frame-cv_recent_001-cv_recent_001_001-inrun-005346,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005346.jpg,,,,agent_nicole,agent_lycaon,unknown,,false,slot_1_agent:0.5806; slot_2_agent:0.5329; slot_3_agent:0.55
frame-cv_recent_001-cv_recent_001_001-inrun-005379,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005379.jpg,,,,agent_nicole,unknown,unknown,,false,slot_1_agent:0.5792; slot_2_agent:0.5317; slot_3_agent:0.547
frame-cv_recent_001-cv_recent_001_001-inrun-005412,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005412.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.5257; slot_2_agent:0.5255; slot_3_agent:0.5316
frame-cv_recent_001-cv_recent_001_001-inrun-005445,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005445.jpg,,,,agent_vivian,agent_nicole,unknown,,false,slot_1_agent:0.5566; slot_2_agent:0.6111; slot_3_agent:0.4054
frame-cv_recent_001-cv_recent_001_001-inrun-005478,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005478.jpg,,,,unknown,agent_lycaon,unknown,,false,slot_1_agent:0.5415; slot_2_agent:0.6257; slot_3_agent:0.473
frame-cv_recent_001-cv_recent_001_001-inrun-005511,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005511.jpg,,,,unknown,agent_vivian,agent_nicole,,false,slot_1_agent:0.497; slot_2_agent:0.357; slot_3_agent:0.6046
frame-cv_recent_001-cv_recent_001_001-inrun-005544,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005544.jpg,,,,agent_nicole,unknown,agent_vivian,,false,slot_1_agent:0.5781; slot_2_agent:0.5469; slot_3_agent:0.5608
frame-cv_recent_001-cv_recent_001_001-inrun-005577,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005577.jpg,,,,unknown,agent_lycaon,unknown,,false,slot_1_agent:0.4574; slot_2_agent:0.5908; slot_3_agent:0.5374
frame-cv_recent_001-cv_recent_001_001-inrun-005610,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005610.jpg,,,,agent_nicole,unknown,unknown,,false,slot_1_agent:0.5526; slot_2_agent:0.5499; slot_3_agent:0.5329
frame-cv_recent_001-cv_recent_001_001-inrun-005643,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005643.jpg,,,,agent_nicole,unknown,unknown,,false,slot_1_agent:0.4854; slot_2_agent:0.5011; slot_3_agent:0.55
frame-cv_recent_001-cv_recent_001_001-inrun-005676,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005676.jpg,,,,unknown,agent_lycaon,unknown,,false,slot_1_agent:0.549; slot_2_agent:0.4038; slot_3_agent:0.5495
frame-cv_recent_001-cv_recent_001_001-inrun-005709,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005709.jpg,,,,unknown,agent_lycaon,agent_nicole,,false,slot_1_agent:0.5024; slot_2_agent:0.5978; slot_3_agent:0.6317
frame-cv_recent_001-cv_recent_001_001-inrun-005742,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005742.jpg,,,,agent_nicole,unknown,unknown,,false,slot_1_agent:0.4938; slot_2_agent:0.3261; slot_3_agent:0.55
frame-cv_recent_001-cv_recent_001_001-inrun-005775,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005775.jpg,,,,unknown,agent_nicole,agent_nicole,,false,slot_1_agent:0.5467; slot_2_agent:0.6418; slot_3_agent:0.5558
frame-cv_recent_001-cv_recent_001_001-inrun-005808,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005808.jpg,,,,unknown,agent_nicole,unknown,,false,slot_1_agent:0.5426; slot_2_agent:0.6121; slot_3_agent:0.5473
frame-cv_recent_001-cv_recent_001_001-inrun-005841,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005841.jpg,,,,agent_nicole,agent_nicole,unknown,,false,slot_1_agent:0.4372; slot_2_agent:0.6195; slot_3_agent:0.5401
frame-cv_recent_001-cv_recent_001_001-inrun-005874,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005874.jpg,,,,agent_vivian,agent_nicole,unknown,,false,slot_1_agent:0.5729; slot_2_agent:0.5417; slot_3_agent:0.5497
frame-cv_recent_001-cv_recent_001_001-inrun-005907,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005907.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.5487; slot_2_agent:0.3146; slot_3_agent:0.55
frame-cv_recent_001-cv_recent_001_001-inrun-005940,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005940.jpg,,,,agent_nicole,agent_nicole,unknown,,false,slot_1_agent:0.5418; slot_2_agent:0.6415; slot_3_agent:0.5438
frame-cv_recent_001-cv_recent_001_001-inrun-005973,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f005973.jpg,,,,agent_nicole,unknown,unknown,,false,slot_1_agent:0.3309; slot_2_agent:0.4661; slot_3_agent:0.5405
frame-cv_recent_001-cv_recent_001_001-inrun-006006,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f006006.jpg,,,,unknown,agent_lycaon,agent_nicole,,false,slot_1_agent:0.5495; slot_2_agent:0.4119; slot_3_agent:0.6374
frame-cv_recent_001-cv_recent_001_001-inrun-006072,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f006072.jpg,,,,unknown,agent_lycaon,agent_nicole,,false,slot_1_agent:0.5468; slot_2_agent:0.6703; slot_3_agent:0.6372
frame-cv_recent_001-cv_recent_001_001-inrun-006105,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f006105.jpg,,,,unknown,agent_nicole,unknown,,false,slot_1_agent:0.5498; slot_2_agent:0.4137; slot_3_agent:0.523
frame-cv_recent_001-cv_recent_001_001-inrun-006138,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f006138.jpg,,,,unknown,agent_nicole,agent_nicole,,false,slot_1_agent:0.5434; slot_2_agent:0.5608; slot_3_agent:0.6262
frame-cv_recent_001-cv_recent_001_001-inrun-006171,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f006171.jpg,,,,agent_nicole,agent_nicole,agent_nicole,,false,slot_1_agent:0.6194; slot_2_agent:0.356; slot_3_agent:0.4549
frame-cv_recent_001-cv_recent_001_001-inrun-006204,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f006204.jpg,,,,agent_nicole,agent_vivian,agent_nicole,,false,slot_1_agent:0.6815; slot_2_agent:0.5837; slot_3_agent:0.5244
