batch_id,priority_score,priority_reasons,record_id,qa_status,source_id,focus_agent_id,state,locale,resolution,path,reviewed_slot_1_agent,reviewed_slot_2_agent,reviewed_slot_3_agent,suggested_slot_1_agent,suggested_slot_2_agent,suggested_slot_3_agent,reviewed_unknown_flag,suggested_unknown_flag,suggested_confidence
cv-review-003,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_zhao_019-auto_agent_zhao_019_001-inrun-000120,unlabeled,auto_agent_zhao_019,agent_zhao,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_zhao_019_auto_agent_zhao_019_001_inrun_f000120.jpg,,,,,,,,,
cv-review-003,87,needs_review;no_agent_suggestion;unknown_flag;very_low_conf;precheck,frame-cv_recent_011-cv_recent_011_001-precheck-004370,needs_review,cv_recent_011,,precheck,EN,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_011_cv_recent_011_001_precheck_f004370.jpg,,,,unknown,unknown,unknown,,true,slot_1_agent:0.2549; slot_2_agent:0.5497; slot_3_agent:0.55
cv-review-003,83,needs_review;no_agent_suggestion;unknown_flag;very_low_conf,frame-cv_recent_006-cv_recent_006_001-inrun-004257,needs_review,cv_recent_006,,inrun,EN,1440p,D:\IKA_DATA\cv\frames_inrun\cv_recent_006_cv_recent_006_001_inrun_f004257.jpg,,,,unknown,unknown,unknown,,true,slot_1_agent:0.5412; slot_2_agent:0.2969; slot_3_agent:0.5431
cv-review-003,83,needs_review;no_agent_suggestion;unknown_flag;very_low_conf,frame-cv_recent_009-cv_recent_009_001-inrun-000660,needs_review,cv_recent_009,,inrun,JP,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_009_cv_recent_009_001_inrun_f000660.jpg,,,,unknown,unknown,unknown,,true,slot_1_agent:0.486; slot_2_agent:0.5002; slot_3_agent:0.2305
cv-review-003,83,needs_review;no_agent_suggestion;unknown_flag;very_low_conf,frame-cv_recent_010-cv_recent_010_001-inrun-003168,needs_review,cv_recent_010,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_010_cv_recent_010_001_inrun_f003168.jpg,,,,unknown,unknown,unknown,,true,slot_1_agent:0.2798; slot_2_agent:0.4102; slot_3_agent:0.5482
cv-review-003,83,needs_review;no_agent_suggestion;unknown_flag;very_low_conf,frame-cv_recent_012-cv_recent_012_001-inrun-008019,needs_review,cv_recent_012,,inrun,EN,1440p,D:\IKA_DATA\cv\frames_inrun\cv_recent_012_cv_recent_012_001_inrun_f008019.jpg,,,,unknown,unknown,unknown,,true,slot_1_agent:0.5497; slot_2_agent:0.2945; slot_3_agent:0.55
cv-review-003,69,needs_review;no_agent_suggestion;very_low_conf;precheck,frame-cv_recent_004-cv_recent_004_001-precheck-001140,needs_review,cv_recent_004,,precheck,JP,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_004_cv_recent_004_001_precheck_f001140.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.55; slot_2_agent:0.55; slot_3_agent:0.3526
cv-review-003,69,needs_review;no_agent_suggestion;very_low_conf;precheck,frame-cv_recent_005-cv_recent_005_001-precheck-003857,needs_review,cv_recent_005,,precheck,JP,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_005_cv_recent_005_001_precheck_f003857.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.5382; slot_2_agent:0.4198; slot_3_agent:0.5497
cv-review-003,69,needs_review;no_agent_suggestion;very_low_conf;precheck,frame-cv_recent_007-cv_recent_007_001-precheck-004161,needs_review,cv_recent_007,,precheck,JP,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_007_cv_recent_007_001_precheck_f004161.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.5391; slot_2_agent:0.3758; slot_3_agent:0.4912
cv-review-003,69,needs_review;no_agent_suggestion;very_low_conf;precheck,frame-src_unknown-cv_pub_005_001-precheck-006612,needs_review,src_unknown,,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\src_unknown_cv_pub_005_001_precheck_f006612.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.3717; slot_2_agent:0.5211; slot_3_agent:0.4586
cv-review-003,65,needs_review;no_agent_suggestion;very_low_conf,frame-cv_recent_003-cv_recent_003_001-inrun-008910,needs_review,cv_recent_003,,inrun,JP,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_003_cv_recent_003_001_inrun_f008910.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.4258; slot_2_agent:0.5465; slot_3_agent:0.4106
cv-review-003,65,needs_review;no_agent_suggestion;very_low_conf,frame-cv_recent_008-cv_recent_008_001-inrun-005709,needs_review,cv_recent_008,,inrun,JP,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_008_cv_recent_008_001_inrun_f005709.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.3334; slot_2_agent:0.4435; slot_3_agent:0.3563
cv-review-003,59,needs_review;no_agent_suggestion;low_conf;precheck,frame-cv_recent_001-cv_recent_001_001-precheck-000152,needs_review,cv_recent_001,,precheck,EN,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_001_cv_recent_001_001_precheck_f000152.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.55; slot_2_agent:0.5498; slot_3_agent:0.55
cv-review-003,59,needs_review;no_agent_suggestion;low_conf;precheck,frame-cv_recent_002-cv_recent_002_001-precheck-005852,needs_review,cv_recent_002,,precheck,JP,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_002_cv_recent_002_001_precheck_f005852.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.55; slot_2_agent:0.5491; slot_3_agent:0.5494
cv-review-003,55,needs_review;no_agent_suggestion;low_conf,live-session_1772677147-000003,needs_review,live_session_1772677147,,inrun,RU,1080p,D:\IKA_DATA\cv\raw\live\session_1772677147\session_1772677147_000003.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.55; slot_2_agent:0.5499; slot_3_agent:0.55
cv-review-003,122,needs_review;missing_reviewed_suggestion;unknown_flag;very_low_conf;precheck,frame-cv_recent_002-cv_recent_002_001-precheck-004598,needs_review,cv_recent_002,,precheck,JP,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_002_cv_recent_002_001_precheck_f004598.jpg,,,,unknown,unknown,agent_nicole,,true,slot_1_agent:0.5429; slot_2_agent:0.2647; slot_3_agent:0.4745
cv-review-003,122,needs_review;missing_reviewed_suggestion;unknown_flag;very_low_conf;precheck,frame-cv_recent_001-cv_recent_001_001-precheck-005149,needs_review,cv_recent_001,,precheck,EN,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_001_cv_recent_001_001_precheck_f005149.jpg,,,,agent_vivian,unknown,agent_nicole,,true,slot_1_agent:0.5577; slot_2_agent:0.2727; slot_3_agent:0.5387
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_008-cv_pool_008_001-precheck-000150,unlabeled,cv_pool_008,agent_alice,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_008_cv_pool_008_001_precheck_f000150.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_001-cv_pool_001_001-precheck-000025,unlabeled,cv_pool_001,agent_anby,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_001_cv_pool_001_001_precheck_f000025.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_039-cv_pool_039_001-precheck-000175,unlabeled,cv_pool_039,agent_anton,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_039_cv_pool_039_001_precheck_f000175.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_005-cv_pool_005_001-precheck-000150,unlabeled,cv_pool_005,agent_aria,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_005_cv_pool_005_001_precheck_f000150.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_003-cv_pool_003_001-precheck-000200,unlabeled,cv_pool_003,agent_ben,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_003_cv_pool_003_001_precheck_f000200.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_012-cv_pool_012_001-precheck-000175,unlabeled,cv_pool_012,agent_billy,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_012_cv_pool_012_001_precheck_f000175.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_015-cv_pool_015_001-precheck-000175,unlabeled,cv_pool_015,agent_burnice,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_015_cv_pool_015_001_precheck_f000175.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_004-cv_pool_004_001-precheck-000150,unlabeled,cv_pool_004,agent_caesar,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_004_cv_pool_004_001_precheck_f000150.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_031-cv_pool_031_001-precheck-000150,unlabeled,cv_pool_031,agent_corin,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_031_cv_pool_031_001_precheck_f000150.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_014-cv_pool_014_001-precheck-000175,unlabeled,cv_pool_014,agent_ellen,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_014_cv_pool_014_001_precheck_f000175.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_028-cv_pool_028_001-precheck-000200,unlabeled,cv_pool_028,agent_grace,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_028_cv_pool_028_001_precheck_f000200.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_029-cv_pool_029_001-precheck-000175,unlabeled,cv_pool_029,agent_harumasa,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_029_cv_pool_029_001_precheck_f000175.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_049-cv_pool_049_001-precheck-000175,unlabeled,cv_pool_049,agent_hugo,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_049_cv_pool_049_001_precheck_f000175.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_006-cv_pool_006_001-precheck-000150,unlabeled,cv_pool_006,agent_jane_doe,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_006_cv_pool_006_001_precheck_f000150.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_016-cv_pool_016_001-precheck-000200,unlabeled,cv_pool_016,agent_koleda,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_016_cv_pool_016_001_precheck_f000200.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_043-cv_pool_043_001-precheck-000125,unlabeled,cv_pool_043,agent_lighter,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_043_cv_pool_043_001_precheck_f000125.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_019-cv_pool_019_001-precheck-000000,unlabeled,cv_pool_019,agent_lycaon,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_019_cv_pool_019_001_precheck_f000000.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_023-cv_pool_023_001-precheck-000225,unlabeled,cv_pool_023,agent_miyabi,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_023_cv_pool_023_001_precheck_f000225.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_032-cv_pool_032_001-precheck-000200,unlabeled,cv_pool_032,agent_piper,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_032_cv_pool_032_001_precheck_f000200.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_052-cv_pool_052_001-precheck-000150,unlabeled,cv_pool_052,agent_qingyi,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_052_cv_pool_052_001_precheck_f000150.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_037-cv_pool_037_001-precheck-000150,unlabeled,cv_pool_037,agent_rina,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_037_cv_pool_037_001_precheck_f000150.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_045-cv_pool_045_001-precheck-000225,unlabeled,cv_pool_045,agent_seth,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_045_cv_pool_045_001_precheck_f000225.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_034-cv_pool_034_001-precheck-000150,unlabeled,cv_pool_034,agent_soldier_11,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_034_cv_pool_034_001_precheck_f000150.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_007-cv_pool_007_001-precheck-000175,unlabeled,cv_pool_007,agent_soukaku,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_007_cv_pool_007_001_precheck_f000175.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_026-cv_pool_026_001-precheck-000200,unlabeled,cv_pool_026,agent_sunna,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_026_cv_pool_026_001_precheck_f000200.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_020-cv_pool_020_001-precheck-000325,unlabeled,cv_pool_020,agent_yanagi,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_020_cv_pool_020_001_precheck_f000325.jpg,,,,,,,,,
cv-review-003,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_027-cv_pool_027_001-precheck-000200,unlabeled,cv_pool_027,agent_zhu_yuan,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_027_cv_pool_027_001_precheck_f000200.jpg,,,,,,,,,
cv-review-003,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_astra_yao_003-auto_agent_astra_yao_003_001-inrun-000360,unlabeled,auto_agent_astra_yao_003,agent_astra_yao,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_astra_yao_003_auto_agent_astra_yao_003_001_inrun_f000360.jpg,,,,,,,,,
cv-review-003,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_banyue_018-auto_agent_banyue_018_001-inrun-000150,unlabeled,auto_agent_banyue_018,agent_banyue,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_banyue_018_auto_agent_banyue_018_001_inrun_f000150.jpg,,,,,,,,,
cv-review-003,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_dialyn_017-auto_agent_dialyn_017_001-inrun-000420,unlabeled,auto_agent_dialyn_017,agent_dialyn,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_dialyn_017_auto_agent_dialyn_017_001_inrun_f000420.jpg,,,,,,,,,
cv-review-003,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_evelyn_004-auto_agent_evelyn_004_001-inrun-000300,unlabeled,auto_agent_evelyn_004,agent_evelyn,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_evelyn_004_auto_agent_evelyn_004_001_inrun_f000300.jpg,,,,,,,,,
cv-review-003,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_ju_fufu_010-auto_agent_ju_fufu_010_001-inrun-000180,unlabeled,auto_agent_ju_fufu_010,agent_ju_fufu,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_ju_fufu_010_auto_agent_ju_fufu_010_001_inrun_f000180.jpg,,,,,,,,,
cv-review-003,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_komano_manato_015-auto_agent_komano_manato_015_001-inrun-000150,unlabeled,auto_agent_komano_manato_015,agent_komano_manato,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_komano_manato_015_auto_agent_komano_manato_015_001_inrun_f000150.jpg,,,,,,,,,
cv-review-003,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_lucia_014-auto_agent_lucia_014_001-inrun-000210,unlabeled,auto_agent_lucia_014,agent_lucia,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_lucia_014_auto_agent_lucia_014_001_inrun_f000210.jpg,,,,,,,,,
cv-review-003,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_lucy_002-auto_agent_lucy_002_001-inrun-000630,unlabeled,auto_agent_lucy_002,agent_lucy,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_lucy_002_auto_agent_lucy_002_001_inrun_f000630.jpg,,,,,,,,,
cv-review-003,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_nekomiya_mana_001-auto_agent_nekomiya_mana_001_001-inrun-000180,unlabeled,auto_agent_nekomiya_mana_001,agent_nekomiya_mana,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_nekomiya_mana_001_auto_agent_nekomiya_mana_001_001_inrun_f000180.jpg,,,,,,,,,
cv-review-003,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_orphie_magus_013-auto_agent_orphie_magus_013_001-inrun-000180,unlabeled,auto_agent_orphie_magus_013,agent_orphie_magus,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_orphie_magus_013_auto_agent_orphie_magus_013_001_inrun_f000180.jpg,,,,,,,,,
cv-review-003,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_pan_yinhu_009-auto_agent_pan_yinhu_009_001-inrun-000210,unlabeled,auto_agent_pan_yinhu_009,agent_pan_yinhu,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_pan_yinhu_009_auto_agent_pan_yinhu_009_001_inrun_f000210.jpg,,,,,,,,,
cv-review-003,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_pulchra_006-auto_agent_pulchra_006_001-inrun-000150,unlabeled,auto_agent_pulchra_006,agent_pulchra,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_pulchra_006_auto_agent_pulchra_006_001_inrun_f000150.jpg,,,,,,,,,
cv-review-003,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_seed_012-auto_agent_seed_012_001-inrun-000270,unlabeled,auto_agent_seed_012,agent_seed,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_seed_012_auto_agent_seed_012_001_inrun_f000270.jpg,,,,,,,,,
cv-review-003,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_soldier_0_anby_005-auto_agent_soldier_0_anby_005_001-inrun-000330,unlabeled,auto_agent_soldier_0_anby_005,agent_soldier_0_anby,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_soldier_0_anby_005_auto_agent_soldier_0_anby_005_001_inrun_f000330.jpg,,,,,,,,,
cv-review-003,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_trigger_007-auto_agent_trigger_007_001-inrun-000390,unlabeled,auto_agent_trigger_007,agent_trigger,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_trigger_007_auto_agent_trigger_007_001_inrun_f000390.jpg,,,,,,,,,
cv-review-003,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_ye_shunguang_020-auto_agent_ye_shunguang_020_001-inrun-000210,unlabeled,auto_agent_ye_shunguang_020,agent_ye_shunguang,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_ye_shunguang_020_auto_agent_ye_shunguang_020_001_inrun_f000210.jpg,,,,,,,,,
cv-review-004,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_yidhari_016-auto_agent_yidhari_016_001-inrun-000240,unlabeled,auto_agent_yidhari_016,agent_yidhari,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_yidhari_016_auto_agent_yidhari_016_001_inrun_f000240.jpg,,,,,,,,,
cv-review-004,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_yixuan_008-auto_agent_yixuan_008_001-inrun-000180,unlabeled,auto_agent_yixuan_008,agent_yixuan,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_yixuan_008_auto_agent_yixuan_008_001_inrun_f000180.jpg,,,,,,,,,
cv-review-004,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_yuzuha_011-auto_agent_yuzuha_011_001-inrun-000180,unlabeled,auto_agent_yuzuha_011,agent_yuzuha,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_yuzuha_011_auto_agent_yuzuha_011_001_inrun_f000180.jpg,,,,,,,,,
cv-review-004,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_zhao_019-auto_agent_zhao_019_001-inrun-000180,unlabeled,auto_agent_zhao_019,agent_zhao,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_zhao_019_auto_agent_zhao_019_001_inrun_f000180.jpg,,,,,,,,,
cv-review-004,87,needs_review;no_agent_suggestion;unknown_flag;very_low_conf;precheck,frame-cv_recent_011-cv_recent_011_001-precheck-004940,needs_review,cv_recent_011,,precheck,EN,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_011_cv_recent_011_001_precheck_f004940.jpg,,,,unknown,unknown,unknown,,true,slot_1_agent:0.2919; slot_2_agent:0.3749; slot_3_agent:0.5286
cv-review-004,83,needs_review;no_agent_suggestion;unknown_flag;very_low_conf,frame-cv_recent_009-cv_recent_009_001-inrun-001980,needs_review,cv_recent_009,,inrun,JP,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_009_cv_recent_009_001_inrun_f001980.jpg,,,,unknown,unknown,unknown,,true,slot_1_agent:0.5463; slot_2_agent:0.2706; slot_3_agent:0.5168
cv-review-004,69,needs_review;no_agent_suggestion;very_low_conf;precheck,frame-cv_recent_004-cv_recent_004_001-precheck-001292,needs_review,cv_recent_004,,precheck,JP,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_004_cv_recent_004_001_precheck_f001292.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.4264; slot_2_agent:0.5496; slot_3_agent:0.5445
cv-review-004,69,needs_review;no_agent_suggestion;very_low_conf;precheck,frame-cv_recent_005-cv_recent_005_001-precheck-003990,needs_review,cv_recent_005,,precheck,JP,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_005_cv_recent_005_001_precheck_f003990.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.55; slot_2_agent:0.3941; slot_3_agent:0.55
cv-review-004,69,needs_review;no_agent_suggestion;very_low_conf;precheck,frame-cv_recent_006-cv_recent_006_001-precheck-000038,needs_review,cv_recent_006,,precheck,EN,1440p,D:\IKA_DATA\cv\frames_precheck\cv_recent_006_cv_recent_006_001_precheck_f000038.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.5455; slot_2_agent:0.5499; slot_3_agent:0.3004
cv-review-004,69,needs_review;no_agent_suggestion;very_low_conf;precheck,frame-cv_recent_010-cv_recent_010_001-precheck-000665,needs_review,cv_recent_010,,precheck,EN,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_010_cv_recent_010_001_precheck_f000665.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.55; slot_2_agent:0.4842; slot_3_agent:0.3281
cv-review-004,69,needs_review;no_agent_suggestion;very_low_conf;precheck,frame-cv_recent_012-cv_recent_012_001-precheck-002489,needs_review,cv_recent_012,,precheck,EN,1440p,D:\IKA_DATA\cv\frames_precheck\cv_recent_012_cv_recent_012_001_precheck_f002489.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.436; slot_2_agent:0.55; slot_3_agent:0.4833
cv-review-004,69,needs_review;no_agent_suggestion;very_low_conf;precheck,frame-src_unknown-cv_pub_007_001-precheck-003781,needs_review,src_unknown,,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\src_unknown_cv_pub_007_001_precheck_f003781.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.5499; slot_2_agent:0.5379; slot_3_agent:0.3984
cv-review-004,65,needs_review;no_agent_suggestion;very_low_conf,frame-cv_recent_007-cv_recent_007_001-inrun-005643,needs_review,cv_recent_007,,inrun,JP,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_007_cv_recent_007_001_inrun_f005643.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.55; slot_2_agent:0.55; slot_3_agent:0.3356
cv-review-004,65,needs_review;no_agent_suggestion;very_low_conf,frame-cv_recent_008-cv_recent_008_001-inrun-007524,needs_review,cv_recent_008,,inrun,JP,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_008_cv_recent_008_001_inrun_f007524.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.5272; slot_2_agent:0.4455; slot_3_agent:0.5456
cv-review-004,59,needs_review;no_agent_suggestion;low_conf;precheck,frame-cv_recent_001-cv_recent_001_001-precheck-000247,needs_review,cv_recent_001,,precheck,EN,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_001_cv_recent_001_001_precheck_f000247.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.55; slot_2_agent:0.55; slot_3_agent:0.55
cv-review-004,59,needs_review;no_agent_suggestion;low_conf;precheck,frame-cv_recent_003-cv_recent_003_001-precheck-001634,needs_review,cv_recent_003,,precheck,JP,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_003_cv_recent_003_001_precheck_f001634.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.5499; slot_2_agent:0.55; slot_3_agent:0.5498
